,u100,v100,u10,v10,t2m,mx2t,msl,mn2t,ssrd,week,year,wind10,wind100
0,1.3212982360608176,-5.1089453465455,0.9204862832997337,-3.2411732801771023,-1.7481958191786715,271.3525187760521,101518.31458330424,271.0277638827173,23.614653243181028,1,1980,3.377205619187936,5.290867982769875
1,1.1817377521552366,-0.21362268800974396,0.5695485130169443,-0.04048764534244994,-2.086238395035277,271.0647141518654,102292.42190259275,270.65879711322253,28.388313296352234,1,1980,2.4170752828762727,3.8555426977241285
2,0.024971280094309416,9.360903022758299,-0.5256370531381446,5.978975404142768,3.774334791516999,276.902626141075,100830.51915417922,276.59806256723203,5.993906585958881,1,1980,6.030501679268107,9.403921034377445
3,6.218305452585313,7.250524760297108,3.5956909315353633,5.013651414933376,5.734790329059497,278.8441659874569,99570.81010380428,278.58016248693826,24.195612595524537,1,1980,6.243356568341206,9.658250258750439
4,7.983889205303509,0.6391056500316766,4.722847288692941,0.7946481915777129,5.4905996121568705,278.20631561877065,99828.96030361015,278.00412920927863,23.058527962971677,1,1980,5.39006527692488,8.826584133703008
5,3.7356727187413283,-4.5418888556573895,2.0668138963856877,-2.6932495682902835,5.161276031367184,277.77368581302625,100990.37069367843,277.57629960958326,23.918184956232114,1,1980,3.494680059423688,6.083040297107679
6,-3.580889987883639,-0.24818537815547903,-2.1437339235876767,-0.09248659552752474,3.3691200625307363,276.20897893589347,102006.23632929358,275.9272794286874,22.667891024016466,2,1980,2.611761810337495,4.4201013608454796
7,-5.347838574787551,3.520968008423322,-3.297144982825385,2.2732424231802475,2.530385372503518,274.9755828610625,102324.0596957201,274.73708008863684,23.041582924498712,2,1980,4.034174940468886,6.4599328715461235
8,-5.369878697225506,6.040940659768444,-3.526955802793991,4.014669779797427,2.230653559403493,274.9749719954693,101931.76932539298,274.8088502176224,15.019521238934615,2,1980,5.346398064521896,8.09022699037156
9,-0.8445898709617383,2.577510911838415,-0.5490123241342005,1.8736989510674995,1.8200667080310937,274.67628864364536,102910.47585157468,274.36135344525593,25.83393275168991,2,1980,1.9975773952960267,2.8279604584484126
10,1.1731004562957044,2.495061195284529,0.6970193333293514,1.7871061163546633,2.0009094574132953,275.02131194077396,103617.9464250926,274.75335558691745,20.50600219133974,2,1980,2.2631758841764413,3.392406120635837
11,0.4693775615438532,1.6569104345245567,0.30052787613932036,1.2018624590705758,1.7006578851092966,274.79914467176604,104182.34607436821,274.53247801816036,25.305315192989514,2,1980,1.2984794335422811,1.8444188232207832
12,3.4969076532771712,2.187407876583077,2.3793865257949633,1.4215215383021393,1.8272820119252893,274.98565417012736,103224.94245339044,274.7043309602313,23.002607676434014,2,1980,3.0064205740283723,4.446950470548407
13,2.5624156486995955,-4.519798340637241,1.675557345279856,-3.14318224224313,1.0407316386945584,274.4334525312452,101944.83152425941,274.1225500390637,23.72833333491036,3,1980,4.170040439978849,6.238136703172979
14,-2.61221446225702,-6.94261427768902,-1.3591069492102303,-4.580827115615311,1.9030645178072871,274.6684891552606,102095.20811948658,274.41420357865053,28.683994290264337,3,1980,4.782009218476083,7.421775879632055
